MeetName,MeetFederation,MeetDate,MeetLocation,Division,Sex,BodyweightKg,WeightClassKg,AthleteName,AthleteNationality,Event,EventCategory,Implement,ResultValue,ResultUnit,StonesCompleted,ImplementWeightKg,CourseDistanceM,TimeLimitSec,ScoredBy,WorldRecord,Place,OverallPlace,Points,Notes
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,JF Caron,CAN,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,420,kg,,420,,,weight,,1,5,28,926 lbs; inaugural Rogue Invitational strongman event
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Tom Stoltman,GBR,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,413,kg,,413,,,weight,,2,2,42,911 lbs
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Martins Licis,USA,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,410,kg,,410,,,weight,,3,1,45,906 lbs; comeback after 18 months out with injuries
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Brian Shaw,USA,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,400,kg,,400,,,weight,,4,7,23,881 lbs; suffered hamstring injury on second lift
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Rob Kearney,USA,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,397.5,kg,,397.5,,,weight,,5,6,26,876 lbs
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Oleksii Novikov,UKR,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,390,kg,,390,,,weight,,6,3,34,861 lbs
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Jerry Pritchett,USA,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,388,kg,,388,,,weight,,7,10,12,856 lbs
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Luke Stoltman,GBR,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,383.5,kg,,383.5,,,weight,,8,8,22,846 lbs
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Mateusz Kieliszkowski,POL,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,0,kg,,,,,weight,,9,4,29.5,No successful lift; tied 9th
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Mikhail Shivlyakov,RUS,Rogue Elephant Bar Deadlift,Deadlift,Elephant Bar,0,kg,,,,,weight,,9,9,13.5,No successful lift; tied 9th
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Oleksii Novikov,UKR,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,5,reps,,136.1,,,reps,,1,3,34,Dumbbells 253/274/280/290/300 lbs; only man to complete all 5; 65 seconds
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Martins Licis,USA,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,3,reps,,136.1,,,reps,,2,1,45,3 dumbbells in 37 sec; tied 2nd
