MeetName,MeetFederation,MeetDate,MeetLocation,Division,Sex,BodyweightKg,WeightClassKg,AthleteName,AthleteNationality,Event,EventCategory,Implement,ResultValue,ResultUnit,StonesCompleted,ImplementWeightKg,CourseDistanceM,TimeLimitSec,ScoredBy,WorldRecord,Place,OverallPlace,Points,Notes
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Tom Stoltman,GBR,Giants Medley,Medley,"Yoke,Frame",18.36,sec,,440,25,,time,,1,1,45.5,440kg yoke 10m + 350kg frame carry 15m
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Konstantine Janashia,GEO,Giants Medley,Medley,"Yoke,Frame",20.31,sec,,440,25,,time,,2,6,32.5,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Brian Shaw,USA,Giants Medley,Medley,"Yoke,Frame",20.53,sec,,440,25,,time,,3,2,42.5,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Luke Stoltman,GBR,Giants Medley,Medley,"Yoke,Frame",20.72,sec,,440,25,,time,,4,7,32,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,JF Caron,CAN,Giants Medley,Medley,"Yoke,Frame",21.31,sec,,440,25,,time,,5,5,34,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Adam Bishop,GBR,Giants Medley,Medley,"Yoke,Frame",22.39,sec,,440,25,,time,,6,8,27,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Bobby Thompson,USA,Giants Medley,Medley,"Yoke,Frame",25.06,sec,,440,25,,time,,7,9,23.5,Withdrew day 2 of finals
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Maxime Boudreault,CAN,Giants Medley,Medley,"Yoke,Frame",31.43,sec,,440,25,,time,,8,3,36.5,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Trey Mitchell,USA,Giants Medley,Medley,"Yoke,Frame",45.61,sec,,440,25,,time,,9,4,35,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Eythor Ingolfsson Melsted,ISL,Giants Medley,Medley,"Yoke,Frame",12.75,m,,440,25,,distance,,10,10,20.5,DNF - 10m completed
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Tom Stoltman,GBR,Titan's Turntable,Other,Train,46.89,sec,,,,,time,,1,1,45.5,30-ton steam engine pushed 160 degrees on turntable; 75sec cap; new event
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Trey Mitchell,USA,Titan's Turntable,Other,Train,52.34,sec,,,,,time,,2,4,35,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Eythor Ingolfsson Melsted,ISL,Titan's Turntable,Other,Train,52.83,sec,,,,,time,,3,10,20.5,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Maxime Boudreault,CAN,Titan's Turntable,Other,Train,55.16,sec,,,,,time,,4,3,36.5,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Luke Stoltman,GBR,Titan's Turntable,Other,Train,55.94,sec,,,,,time,,5,7,32,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Brian Shaw,USA,Titan's Turntable,Other,Train,56.73,sec,,,,,time,,6,2,42.5,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Adam Bishop,GBR,Titan's Turntable,Other,Train,57.78,sec,,,,,time,,7,8,27,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,JF Caron,CAN,Titan's Turntable,Other,Train,57.84,sec,,,,,time,,8,5,34,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Konstantine Janashia,GEO,Titan's Turntable,Other,Train,60.15,sec,,,,,time,,9,6,32.5,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Bobby Thompson,USA,Titan's Turntable,Other,Train,62.31,sec,,,,,time,,10,9,23.5,
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Brian Shaw,USA,REIGN Keg Toss,Toss,Keg,7.75,m,,15,,,distance,Y,1,2,42.5,World record; broke his own record three times in same event
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Tom Stoltman,GBR,REIGN Keg Toss,Toss,Keg,7.5,m,,15,,,distance,,2,1,45.5,Tied 2nd
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Maxime Boudreault,CAN,REIGN Keg Toss,Toss,Keg,7.5,m,,15,,,distance,,2,3,36.5,Tied 2nd
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Konstantine Janashia,GEO,REIGN Keg Toss,Toss,Keg,7.26,m,,15,,,distance,,4,6,32.5,Also broke previous world record
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Eythor Ingolfsson Melsted,ISL,REIGN Keg Toss,Toss,Keg,6.75,m,,15,,,distance,,5,10,20.5,Tied 5th
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Luke Stoltman,GBR,REIGN Keg Toss,Toss,Keg,6.75,m,,15,,,distance,,5,7,32,Tied 5th
