MeetName,MeetFederation,MeetDate,MeetLocation,Division,Sex,BodyweightKg,WeightClassKg,AthleteName,AthleteNationality,Event,EventCategory,Implement,ResultValue,ResultUnit,StonesCompleted,ImplementWeightKg,CourseDistanceM,TimeLimitSec,ScoredBy,WorldRecord,Place,OverallPlace,Points,Notes
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Adam Bishop,GBR,Giants Loading Medley,Medley,"Anvil,Yoke",22.55,sec,,125,25,75,time,,1,6,34,125kg anvil 10m + 454kg yoke 15m; held behind closed doors due to COVID-19
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Oleksii Novikov,UKR,Giants Loading Medley,Medley,"Anvil,Yoke",23.79,sec,,125,25,75,time,,2,1,47,
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Jerry Pritchett,USA,Giants Loading Medley,Medley,"Anvil,Yoke",24.71,sec,,125,25,75,time,,3,4,40,
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Kevin Faires,USA,Giants Loading Medley,Medley,"Anvil,Yoke",26.22,sec,,125,25,75,time,,4,7,31,
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Tom Stoltman,GBR,Giants Loading Medley,Medley,"Anvil,Yoke",26.61,sec,,125,25,75,time,,5,2,43.5,
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,JF Caron,CAN,Giants Loading Medley,Medley,"Anvil,Yoke",26.92,sec,,125,25,75,time,,6,3,42,
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Brian Shaw,USA,Giants Loading Medley,Medley,"Anvil,Yoke",27.03,sec,,125,25,75,time,,7,5,35.5,
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Aivars Smaukstelis,LAT,Giants Loading Medley,Medley,"Anvil,Yoke",34.97,sec,,125,25,75,time,,8,8,28.5,
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Luke Richardson,GBR,Giants Loading Medley,Medley,"Anvil,Yoke",36.70,sec,,125,25,75,time,,9,9,22.5,
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Graham Hicks,GBR,Giants Loading Medley,Medley,"Anvil,Yoke",0,sec,,,25,75,time,,10,10,1,Withdrew with torn bicep before finals; recorded 1 point
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Oleksii Novikov,UKR,18-Inch Deadlift,Deadlift,Barbell,537.5,kg,,537.5,,,weight,Y,1,1,47,World record; 1185 lbs
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Adam Bishop,GBR,18-Inch Deadlift,Deadlift,Barbell,509,kg,,509,,,weight,,2,6,34,1122 lbs; tied 2nd
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,Jerry Pritchett,USA,18-Inch Deadlift,Deadlift,Barbell,509,kg,,509,,,weight,,2,4,40,1122 lbs; tied 2nd
2020 World's Strongest Man,WSM,2020-11-14,"Bradenton, Florida",Open,M,,,JF Caron,CAN,18-Inch Deadlift,Deadlift,Barbell,509,kg,,509,,,weight,,2,3,42,1122 lbs; tied 2nd
